链接,面积,房屋户型,楼层,房屋朝向,地铁,小区,位置,时间,租赁方式,付款方式,房屋现状,租赁周期,装修描述,小区介绍,学区介绍,核心卖点,周边配套,交通出行,户型介绍,投资分析
http://gz.lianjia.com/zufang/GZ0002302897.html,64平米,2室1厅1卫  整租,中楼层 (共27层),北,暂无数据,金碧新城53套出租中,白云石井,60天前发布,整租,暂无数据,暂无数据,暂无数据,房子保养好 精装修， 现代装修风格，简约大方，高层视野好，家私齐 拎包即可入住,,,实用2房 精装修 配有家私 拎包即可入住,"商店：好又多、家乐福、广百新市店、石井城市广场,餐饮：连锁酒店周边银行：农业银行、建设银行、中国银行、浦发银行等等。",公交：7路、63路、259路、539路、126路、254路、280路、291B路、425路、519路、524路、556路、563路、830路、831路、841路、乡村巴士1路、乡村巴士2路、夜26路附近地铁：出行方便,,
http://gz.lianjia.com/zufang/GZ0002302814.html,82平米 (套内15平米),1室2厅1卫  整租,中楼层 (共6层),南,距地铁2号线东晓南921米,鸣翠花园5套出租中,海珠工业大道南,105天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养新净 ，采光良好，温馨舒适，    户型方正 通风好,鸣翠花园小区封闭式管理，小区共分四期开发，楼下就是广佛线的石溪站，交通便利,,户型方正 装修保养好 电梯中高层 家私齐,华润万家、好又多、百佳、国美、女人街商业城4、[银行]：工商、建设、中国、农业、交通银行5、[医院]：中山二院南院、石溪中医院、紫荆医院6、[其他]：麦当劳，肯德基，江南菜馆，鸿星酒家，天宝酒家，鸣翠邮局,"9、13、59、75、79、86、87、180、202、221、230、288,9、13、59、75、79、86、8546、551、 夜7、夜20、夜24(金碧花园站)地铁二号线东晓南站与八号广佛延长线即将开通",,
http://gz.lianjia.com/zufang/GZ0002302785.html,68平米,2室1厅1卫  整租,低楼层 (共31层),南,暂无数据,保利大都汇36套出租中,番禺华南,102天前发布,整租,暂无数据,暂无数据,暂无数据,带精美装修，家电。外墙为13.5mm双层LOW-E玻璃幕墙，现代感强，装修更明亮的广阔的景观视野,,,生活便利 家电齐，地 铁 口,新一佳购物广场、广汇百货、十八哥超市、华润万家超市、宏城超市、沃尔玛山姆会员店餐饮：长隆欢乐世界、香江野生动物世界、长隆水上乐园、长龙高尔夫、万博商业圈、御水泉国际水疗会周 边银行：工商银行、建设银行、浦发银行、农业银行,位于华南旗舰级主题公园长隆旅游度假区 边，西连广州南站商圈，东接 番禺万博商圈，坐拥万千客流。距离地 铁3号线汉溪长隆站仅一步之遥，15分 钟直达珠江新城。,方位的商业业态通过国际建筑动线、园林布局设计，形成生态与人文的融合，呈现一种新的商务办公及休闲娱乐氛围。,
http://gz.lianjia.com/zufang/GZ0002302893.html,156平米,3室2厅2卫  整租,中楼层 (共17层),东南,距地铁7号线钟村1091米,南国奥林匹克花园悉尼3套出租中,番禺华南,62天前发布,整租,暂无数据,暂无数据,暂无数据,"业主近年做过二次装修,装修华,保养很好,基本可以拎包入住.整个户型通透采光好,方正实用",南国奥林匹克花园位于广州华南板块，总建筑面积75万平方米，由洛杉矶奥运村、卡萨布兰卡奥运村、雅典奥运村、悉尼奥运村、北京奥运村五个组团构成。“北京”、“悉尼”组团是该盘二期组团。“北京”组团为6层高楼梯楼，首层和顶层为复式结构。,中大附属香江学校幼儿园、大石镇河村幼儿园、星河湾灵格风幼儿园 中小学：华南师范大学附属中学番禺学校、里仁洞小学、番禺执信中学、北京师苑大学南奥实验学校,"近商业街,交通生活配套便利",周边配套有：长隆欢乐世界、广州南站，2号和3号地铁，公交有多条线路到达广州市、广州南站、市桥。银行：农业银行、工商银行、建设银行、农商银行。医院：祈福医院、南村医院。餐饮店、购物广场、菜市场等一应俱。,交通方便，临近地铁3号线汉溪站和2号线广州南站。附近公交有：番109路、303A路、10A路、10B路、109B路、番125路、番52路、番75路，往返广州、市桥、广州南站、顺德。,,
http://gz.lianjia.com/zufang/GZ0002302954.html,44.11平米,1室1厅1卫  整租,高楼层 (共9层),南,距地铁5号线小北1059米,建设二马路东八街3套出租中,越秀建设路,76天前发布,整租,暂无数据,暂无数据,暂无数据,房屋为简单装修，地面铺有地板砖，乳白色墙面，厅出阳台，通透舒适,建设二马路小区，周边整体环境优良，出行方便，交通便捷，有摄像头24小时监控。,,近地铁 看房方便 可做员工宿舍,配套非常成熟：学校、医院、五大银行、地铁五号线--淘金站、建设新村大型肉菜市场【丽柏广场、友谊商店、好又多超市、花园酒店、好世界广场、星巴克、保利影院、吉之岛大型购物超市、茶餐厅、酒家和各大品牌服装店等等，一应俱全】,地铁五号线--小北站或淘金站。公交站：广东电视台、花园酒店、白云宾馆、建设六马路站台等,南向一房一厅大阳台，房屋为简单装修，保养一般，地面铺有地板砖，乳白色墙面，厅出阳台，通透舒适。,
http://gz.lianjia.com/zufang/GZ0002302899.html,56平米,1室0厅1卫  整租,高楼层 (共41层),东,暂无数据,番禺万达广场南区37套出租中,番禺华南,114天前发布,整租,暂无数据,暂无数据,暂无数据,房屋方正，开发商标准装修，室内有厨房，卫生间，都是独立设计，商业两用。,,,番禺万达广场 商住两用 可注册公司,,地铁二号线延长线，三号线，四号线，广佛线以及规划建设中的地铁七号线交汇。公路:华南快速，南沙快速，新光快速三大高速交通动脉贯通。,房屋方正， 高楼层， 景光好， 商住两用。 交通便利，地铁二号线延长线，三号线，四号线，广佛线以及规划建设中的地铁七号线交汇。公路:华南快速，南沙快速，新光快速三大高速交通动脉贯通。,
http://gz.lianjia.com/zufang/GZ0002302967.html,54平米,1室1厅1卫  整租,中楼层 (共13层),东,距地铁2号线飞翔公园1124米,银苑大厦2套出租中,白云机场路,60天前发布,整租,暂无数据,暂无数据,暂无数据,"此单位是电梯中层 中等装修 已经配齐家私电梯 厅出阳台,间隔很方正 通风采光好,厅大房大,",该小区位于远景路，交通十分便利，小区旺中带静，绿化超高，出小区门即是远景步,,韩国商业街 温馨1房 租金不贵,"该小区位于远景路，交通十分便利，小区旺中带静，绿化超高，出小区门即是远景步行街，绿树盛阴,旁边就是粮油批发市场，生活配套十分完善，周边银行，超市，学校，医院，步行街一应俱全",,,
http://gz.lianjia.com/zufang/GZ0002302903.html,80平米,2室2厅1卫  整租,高楼层 (共9层),东南,距地铁5号线鱼珠1038米,天虹花园阳光雅筑2套出租中,黄埔区府,65天前发布,整租,暂无数据,暂无数据,暂无数据,"装修保养好，采光好，南北对流，无需大搞，有家私家电，通风好,两房一厅一卫一厨房，户型方正，装修保养好",,幼儿园：前进幼儿园、金碧幼儿园中小学：茅岗小学、广州市第八十六中学,实用率高 楼层好 保养好,"BRT经过门口中山大道,真正的广州半小时生活圈。天河完善的配套，享受生活轻而易举，地处天河中山大道南区域，辐射各大银行.在该盘的周围缺资源，更为该楼盘的生态、休闲。",,BRT莲溪站、茅岗站：B1、B5、B5快、B15、B16、B17、B20、B24、B26、B27、B28。 附近公路：中山大道旁，广园快速干线；地铁五号线鱼珠站约步行大约15分钟。,
http://gz.lianjia.com/zufang/GZ0002303052.html,88平米,2室2厅1卫  整租,中楼层 (共26层),东南,距地铁3号线华师726米,太阳广场2套出租中,天河天润路,61天前发布,整租,暂无数据,暂无数据,暂无数据,东南向三房，装修保养不错。此户型方正实用，通风采光好，小区环境优美带大型小区。,"太阳广场位于天河北龙口东路，举步可达万佳超市，近百佳及市场仅3分钟，小区绿化环境好,二十四小时保安严密监管。该楼盘分为一期马赛克外墙，1996年交付使用，管理费1.3元/方；二期海逸阁阳光阁，2001年交付使用，入户可入读龙口西小学",,户型方正 交通方便 安静东南向,,公交：B17路、B11路、560路、813路、133路、191路、130路、78路、78A路、197路、41路、32路、20路地铁：3号线华师站、3号线岗顶站,,
http://gz.lianjia.com/zufang/GZ0002303152.html,108平米,3室0厅0卫  整租,中楼层 (共12层),南,暂无数据,华南新城山韵轩1套出租中,番禺华南,61天前发布,整租,暂无数据,暂无数据,暂无数据,开发商原装修标准，在售的方正户型，户型方正，家具摆放自如交楼标准，看房提前约，业主诚意放租，房间方正,华南新城区内七山连绵叠翠，湖泊纵横，多座绿色主题园林景点错落山水之间。同时，拥有3.8公里江岸休闲长廊、2万平方米滨江文化广场、2万平方米原生态私家山林公园、3.5万平方米天然园林泳湖，是一个代表现代山水城市概念的集江景、山景、湖景为一体的超大型高尚山水人文社区,,好户型 交通方便,省妇幼番禺分院、南村医院、中华美食城、海印又一城、天河城、万达广场等配套完善,,,
http://gz.lianjia.com/zufang/GZ0002302979.html,55平米 (套内55平米),2室1厅1卫  整租,高楼层 (共10层),西,暂无数据,棠德花园E区10套出租中,天河棠下,70天前发布,整租,暂无数据,暂无数据,暂无数据,中楼层，采光好 ，通风，户型方正，部分家具，可以拎包入住，近靠地铁,棠德花园位于天河区中山大道棠德南路。为普通住宅区，小区约有住户9000家，可共40000多人居住。小区视野开阔，绿化达36%，首层电梯大堂及各部电梯均设有闭路电视系统，二十四小时严密监察情况；每个住宅单元均设有可视对讲系统，住客可与访客面对面通话,,正规两房，户型方正,综合商场：好又多、礼加诚龙盛购物中心、惠万家超市医院：天河棠德社区医疗门诊部、广州家家乐医院邮局：中国邮政天朗明居储蓄所银行：广州市农商银行、中国工商银行、中国邮政,,,
http://gz.lianjia.com/zufang/GZ0002303113.html,56平米,2室2厅1卫  整租,高楼层 (共9层),西,暂无数据,泽德花园10套出租中,白云同德围,96天前发布,整租,暂无数据,暂无数据,暂无数据,,,,,"周边配套：中国银行,工商银行,白云区中医院,酒楼,骏荣广场食街,同德上步广场,家私城,菜市场","泽德花园小区交通情况：交通情况：西槎路215/17/545/524/527/539/832/134/179/176/175/196/241/527/539/524/212/238/228/241/夜15/夜21/夜2 等等同德围站:,424,832,215,7,63等",,
http://gz.lianjia.com/zufang/GZ0002303087.html,98平米,3室2厅2卫  整租,高楼层 (共9层),北,暂无数据,华江花园4套出租中,天河天河公园,118天前发布,整租,暂无数据,暂无数据,暂无数据,华江花园 ，景观优美 ，管理严格，简装3房，通风采光好， 靓楼层，干净整洁，厅大房大,近天河公园只要5分钟的步行路程，天河区府就在小区的隔壁，近地铁，大型家乐福超市，附近有大型菜市场。生活便利。,,小区花园 电梯房,小区附近有：商场：家乐福员村店、百佳、万佳商场，银行：中国银行，中国工商银行，中国建设银行，中国农业银行，医院：市六医院、华侨医院、天河中医院、中山三院邮局：员村邮局,交通方便，上社BRT.近30多条公交站通往广州各地。南段就是华南快速路的入口，能通往广州各地。,,
http://gz.lianjia.com/zufang/GZ0002303027.html,70平米 (套内69平米),2室2厅1卫  整租,高楼层 (共9层),东南,距地铁2号线萧岗1167米,祥华阁2套出租中,白云黄石路,161天前发布,整租,暂无数据,暂无数据,暂无数据,,祥华阁位处黄石东路旁，白云高尔夫花园正门正对面，是位居黄石东商圈繁华地段的单体楼。,,,周边配套完善 有菜市场 购物街 学校 饭店 银行等 还有周边的小学很多 可以优先入读周边小学 幼儿园,,,
http://gz.lianjia.com/zufang/GZ0002303348.html,44.85平米,1室0厅1卫  整租,中楼层 (共35层),南,距地铁1号线长寿路254米,贵贤上品5套出租中,荔湾西关,196天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养新，安静舒适，格局方正，动静分明，通风明亮，干湿分明，居家好用,,,交通方便 购物方便,临近恒宝广场商圈 广州医学院第三附属医院、广州市中医医院、荔湾区妇幼保健院,公交：华贵路站--8路、15路、61路、66路、74路、226路(双层巴士)、530路、541路；地铁：一号线长寿路站仅需3分钟路程。肉菜市场/超市：宝华市场、龙津市场、恒宝广场百佳、华润超市。,,
http://gz.lianjia.com/zufang/GZ0002303368.html,62平米,2室1厅1卫  整租,低楼层 (共9层),北,暂无数据,工业大道南425号大院3套出租中,海珠金碧,60天前发布,整租,暂无数据,暂无数据,暂无数据,新装修，采光通风好，东向，户型方正，简洁大方，光线充足，部分家电,,,户型方正 交通便利 低层两房,"兴安超级广场石溪分店,家运多超市,胜佳超市石溪店,世纪联华石岗店,丽丽士多店,直发超市,中联电讯专卖店,特百惠百藤专卖店,飞鸽电动车广州专卖店,凯碧斯家居石溪专卖店,雅芳专卖,丰盛阁餐厅,开心小吃","交通便利，门口有50多条公交线，生活便利，地 铁： 2号线,8号线",,
http://gz.lianjia.com/zufang/GZ0002303154.html,43.72平米,1室1厅1卫  整租,低楼层 (共21层),西,距地铁4号线车陂338米,翠拥华庭锋尚8套出租中,天河车陂,72天前发布,整租,暂无数据,暂无数据,暂无数据,装修保持的很好，采光通风好，看房子方便，保养好，精装修，冰箱洗衣机等家私家电齐全，全都是新的，业主放租，布置时尚简,,,环境优美适宜居住人文素质高，物业管理完善,好又多、易初莲花、家谊超市、苏宁电器医院：家家乐康复医院、广特别医院、天河区红十字会医院银行：中国建设银行、中国农业银行、中国工商银行、中信银行、招商银行、深圳发展银行、光大银行饮食：茗香泰、蜀道、金刚苑韩国料理、潮雅轩食府,,格局方正一房一阳台一厨房一卫生间的户型，两梯9户，共300多套，广州罕有全小户公寓式住宅。主要面向买家。广州城市主城区推出的小户型项目货量较少,
http://gz.lianjia.com/zufang/GZ0002303270.html,80平米,2室1厅1卫  整租,中楼层 (共31层),东北,距地铁1号线长寿路75米,恒宝华庭4套出租中,荔湾西关,67天前发布,整租,暂无数据,暂无数据,暂无数据,实用两房，采光不错，设备完善，家私家电齐，可以拎包入住。地铁：一号线长寿路地铁站公交车,,,交通方便 家电齐 拎包入住,恒宝广场、上下九商业步行街、荔湾广场、百佳超市、胜佳超市、稻香酒家、陶陶居等,地铁：一号线长寿路地铁站公交车：恒宝广场总站，途径线路226路、541路、夜39路、宝华路口站，途径线路2路、15路、61路、3路,,
http://gz.lianjia.com/zufang/GZ0002303321.html,65平米,2室2厅1卫  整租,高楼层 (共6层),南,暂无数据,锦绣花园北区1套出租中,番禺钟村,61天前发布,整租,暂无数据,暂无数据,暂无数据,简单装修，户型方正实用，布局合理，采光好，居住环境舒适舒服。,小区近大夫山，外就有公交车站，交通极其便利，距离超市商场步行约10分钟路程。购物也方便。小区环境优美，人文素质都很高，适合居住,,户型方正  采光好,锦绣生态园位于钟村镇核心区域，是广州和番禺市政规划的区域，大夫山森林公园脚下；小区环境优美，生态概念，空气质量高。锦绣生态园周边生活配套完善，有学校、有会所、有超市和银行等等生活必须配套。,公交：288路、15路、25路、10A路、10B路、301路、305路、302路、97路、一百路、125路、109路附近地铁：3号线+2号线+未来7号线(2016年开通),,
http://gz.lianjia.com/zufang/GZ0002303391.html,70平米,2室2厅1卫  整租,高楼层 (共9层),南,暂无数据,鹤洞路2套出租中,荔湾鹤洞,62天前发布,整租,暂无数据,暂无数据,暂无数据,"该物业中等装修；进门右边是厨房，厨房带阳台,开门见客厅，分区明显，卧室格式方正，阳台南向望景，光线充足.",,,近地铁 交通便利 带天台花园,该小区周边有中国邮政银行，工商银行，农业银行，建设银行自助机，招商银行自助机，山顶市场就在对面，步行至坑口综合市场也只需要5分钟。该小区内有广船幼儿园，培真小学，附近有培英中学，真光中学等名校，衣食住行都在身边。,该小区途经的公交线路有：19、69、70、91、222、565、217、275、285、277、769、583、811等。临近的地铁站是广佛线鹤洞站，步行只需2分钟。,,
http://gz.lianjia.com/zufang/GZ0002303435.html,71.34平米,2室1厅1卫  整租,中楼层 (共17层),东北,暂无数据,水韵蓝湾南区1套出租中,番禺沙湾,65天前发布,整租,暂无数据,暂无数据,暂无数据,户型方正，豪华装修，舒适实用 电梯三房 采光好 ，通风好，是刚需改善商用的选择,水韵南湾位于番禺市桥清河东路地铁3号线番禺广场站与南沙之间，交通、生活、工作都方便，小区超宽的楼距、环境优美：有健体娱乐会所、篮球场、网球场、是南沙区目前的小区，每天24小时保安严密管理,,舒适实用 电梯三房 采光好 户型方正,,公交车：番禺汽车客运站总站，途经线路包括番1、番6、番8、番93、303路、304路、309路、310路； 地铁：地铁3号线番禺广场站,,
http://gz.lianjia.com/zufang/GZ0002303542.html,88平米,3室1厅1卫  整租,高楼层 (共7层),北,暂无数据,绿庭雅苑4套出租中,番禺沙湾,131天前发布,整租,暂无数据,暂无数据,暂无数据,业主保养的不错，三房两厅的户型，两卫。装修属于精装的，格局也可以。,,,绿庭雅苑 精致三房 拎包即住,离大润发很近，周围学校等配套设施也很多。周围还有南区市场和陈涌市场，买菜什么的非常方便。,小区门口或附近有多条公交线路通到市桥地铁站，非常的方便。步行10分钟内就可以到达周围的商业场所。,,
http://gz.lianjia.com/zufang/GZ0002303336.html,69.77平米,2室2厅1卫  整租,高楼层 (共9层),南,距地铁8号线赤岗438米,粤信广场6套出租中,海珠赤岗,60天前发布,整租,暂无数据,暂无数据,暂无数据,此物业采光通风，户型方正 装修简单干净清爽 位置安静 适合居家生活,,,家电全 可以拎包入住 生活交通便利,商场：苏果超市、欧尚超市、家乐福超市医院：广东省第二人民医院，解放军421人民医院,交通：地铁八号线(客村站，赤岗站)公交赤岗站、赤岗东站，139路、14路、189路、206路、20路、229路、252路、262路、264A、270路、304路、37路、505路,,
http://gz.lianjia.com/zufang/GZ0002302790.html,57平米,3室1厅1卫  整租,高楼层 (共16层),东,距地铁2号线东晓南1005米,和安大厦海珠,工业大道南,90天前发布,整租,暂无数据,暂无数据,暂无数据,居家简洁装修，房型正气，客厅宽敞，通风性强，居住舒适，利用率高。,小区内部绿化面积大，闹中取静，环境优雅，配有小孩老人娱乐设施。满堂红房产；四十年铸就金色品牌，新的起航，心的服务，圆您安家置业大事，你我共成长·····,,户型正气 使用率高 家私电齐,,,地段优势，区域配套成熟，医疗配套、学校、商场购物、银行等等配套成熟。带劬劳小学,
http://gz.lianjia.com/zufang/GZ0002303532.html,62平米,1室1厅1卫  整租,中楼层 (共21层),南 北,距地铁3号线北延段林和西658米,侨怡苑6套出租中,天河体育中心,62天前发布,整租,暂无数据,暂无数据,暂无数据,该套房位于第10层，室内简单装修，保养好，东南朝向，房间光亮通风,侨怡苑位于天河东路和体育东路之间，小区楼下就有大型的肉菜市场和水果市场，紧邻正佳广场、宏城广场、到好又多、百佳、华润万家、天河城都很近，购物十分便利,侨怡苑位于天河东路和体育东路之间，小区楼下就有大型的肉菜市场和水果市场，紧邻正佳广场、宏城广场、到好又多、百佳、华润万家、天河城都很近，购物十分便利,小区绿化好，安静舒适，交通便利,附近有百佳、华润万家等大型超市，近地铁三号线，附近有华阳小学，国际学校、，幼儿园，，商场，汇益百货，前山百货，邮局，天河邮局，百脑汇。K歌王！,,,
http://gz.lianjia.com/zufang/GZ0002303613.html,60平米,2室1厅1卫  整租,低楼层 (共28层),西,暂无数据,加拿大花园9套出租中,天河华景新城,60天前发布,整租,暂无数据,暂无数据,暂无数据,简单装修，东西对流，保养非常好！方正户型，安静舒适，通风对流，采光好,加拿大花园位于天河公园北门对面枫叶路，是90年代未由香港兴建的，是当时天河区少有的电梯高层楼盘，周边生活设施完善,,安静不吵 户型方正 采光好,附近有百佳超市、对面有华润万佳，购物方便。多种餐饮、五大银行(中行、农行、建行、工行、招行)、医疗保健；会所设施齐全(游泳池、网球场、羽毛球馆、瑜珈馆、茶艺棋牌) 走到中山大道只是几分钟路程，天河公园就在家门口，,,,
http://gz.lianjia.com/zufang/GZ0002303610.html,74平米,2室2厅1卫  整租,高楼层 (共9层),西南,距地铁6号线天平架613米,陶苑小区2套出租中,天河沙太南,64天前发布,整租,暂无数据,暂无数据,暂无数据,装修很好 业主保养得很好 西南朝向采光很好 温馨两房 家私配套齐全 可拎包入住,,大学：南方医科大学、南华工商学院西院、广州市警察学校 中小学：侨乐小学、同和中学、培英中学、广州第七十五中学 幼儿园：云景实验幼儿园、培英幼儿园、南方医院幼儿园,近地铁 温馨两房 采光好  环境宁静,商场：好又多、广百、摩登百货、佳润广场、吉之岛太阳城广场 乐购  邮局：梅花园邮局、同和邮局、南方医院邮政营业厅 银行：工商银行、建设银行、农业银行、中国银行、农商银行、广发银行 商业银行 医院：一五七医院、南方医院、三九脑科医院、同和医院、白云山医院、友好医院 其他,246 136 502 808 501 201 72 140 784 785 夜74 夜14等；地铁六号线 天平架站,,
http://gz.lianjia.com/zufang/GZ0002303714.html,97平米,3室1厅1卫  整租,中楼层 (共9层),南 北,暂无数据,逸华轩1套出租中,海珠赤岗,60天前发布,整租,暂无数据,暂无数据,暂无数据,物业简单装修，白色墙壁，看起来明亮宽敞，浅棕色地板，大气又实用，双阳台，户型方正。,该物业江海大道旁，电梯两房，户型方正，摆设灵活，双阳台，采光通透，视野无遮挡，楼龄新，近地铁，交通方便，配套成熟,,该物业江海大道旁，电梯两房，户型方正,,,该物业江海大道旁，电梯两房，户型方正，摆设灵活，双阳台，采光通透，视野无遮挡，楼龄新，近地铁，交通方便，配套成熟。,
http://gz.lianjia.com/zufang/GZ0002303720.html,39平米,1室1厅1卫  整租,低楼层 (共13层),北,距地铁2号线黄边823米,时代玫瑰园7套出租中,白云白云大道北,60天前发布,整租,暂无数据,暂无数据,暂无数据,时代玫瑰园，一房一厅，39方普通装修，近地铁口，基本家私家电，有其他需求可以另配,小区安静优雅干净清爽，环境好，真正地铁物业，包括物业竭诚竭力为您服务，让你住的舒适，住的安心，周边配套设施完善，人文素质高。时代玫瑰园让您的生活更加便捷。,,一房一厅 有匙即看,社区街铺有便利店、食肆、药店、文具店、宠物店等配套，向西一公里左右，可到黄边城中村，有更多的生活配套。如果乘坐地铁四个站到白云公园，可享受万达广场、五号停机坪等高端配套,时代玫瑰园周边出行方便，临近地铁二号线黄边站出口，公交车路线666、425、927、667、38、58等,,
http://gz.lianjia.com/zufang/GZ0002303836.html,67平米,2室1厅1卫  整租,低楼层 (共18层),南,距地铁4号线车陂406米,富力天朗明居S区19套出租中,天河棠下,98天前发布,整租,暂无数据,暂无数据,暂无数据,此房源是天朗明居二期高层南北对流的大两房 户型格局方正 该房源去年新装修，干净整洁，厨房、卫生间采用新装修；家私电器新，住家标准。,,,业主婚房出租 高层采光好 近地铁 环境好,广小区：惠而佳超市、游泳场2个、篮球场、网球场、游乐场、天朗明居会所、海王星辰大药房学校：蒙特梭利幼儿园、教育培训、泰安中学、泰安小学商场：美宜佳超市、喜士多便利店、易初莲花超市、好邻居便利店医院：邱伟医疗门诊、天河区红十字会医院车陂第二门诊部、美景诊所,公交：B1路、B2A路、B3路、B4路、B4B路、B5路、B6路、B7路、B15路、B16路、B17路、B18路、B19路、B20路、B27路地铁：4号线地铁车陂站,,
http://gz.lianjia.com/zufang/GZ0002303908.html,47平米,1室1厅1卫  整租,中楼层 (共21层),南,暂无数据,绿地滨江汇7套出租中,海珠工业大道中,60天前发布,整租,暂无数据,暂无数据,暂无数据,装修温馨舒适，简洁大方，时尚设计，实用美观，光线充足，时尚设计,小区内空气好，绿化也相当不错，在每栋楼下都有保安亭，而且小区内24小时监控,四大银行尽在附近，周边配套成熟，走路5分钟即可到达华润万家大型超市,格局方正，采光好,公交车“绿地滨江汇”站就在楼下，有10几路车经过；门口的地铁广佛线，即将开通， 这里住家居多，有百佳、苏宁、肯德基、真功夫、KFC，华润万家等商场设 施，周边工商业，生活设备完善，花园内即可享受到,,,
http://gz.lianjia.com/zufang/GZ0002303862.html,81.34平米,3室1厅1卫  整租,高楼层 (共8层),南 北,暂无数据,明月二路1套出租中,越秀五羊新城,62天前发布,整租,暂无数据,暂无数据,暂无数据,,,,,邮局：中国邮政五羊邨邮局、中国邮政明月邮局银行：中国银行、建设银行、工商银行、农业银行其他：南方报社、东湖公安局、五羊新城广场小区内部配套：停车位。,周边生活配套十分齐全。步行几分钟路程内到公交站，222路，40路，44路，183路，138路，地铁：5号线，五羊邨站，学校、医院、市场、超市、便利。,,
http://gz.lianjia.com/zufang/GZ0002303810.html,43平米,1室1厅1卫  整租,中楼层 (共37层),东,暂无数据,锦源国际公寓1套出租中,越秀北京路,83天前发布,整租,暂无数据,暂无数据,暂无数据,,属于中型社区，环境优美 ，出入方便 配套成熟。地段较好，交通方便，附近有多条线路直达广州任何一个区域,,,,,布局合理。采光以及通风都非常好。旺中带静。视野开阔。靓景美不胜收。让您感觉非常舒服。让您心情舒畅。,
http://gz.lianjia.com/zufang/GZ0002303700.html,45平米,1室1厅1卫  整租,中楼层 (共32层),南,距地铁3号线华师343米,银汇华庭银汇大厦2套出租中,天河天润路,74天前发布,整租,暂无数据,暂无数据,暂无数据,间隔方正 温馨精致 采光好 视野开阔 安静舒适 交通出行便利,,幼儿园：金海艺术幼儿园、天河高新艺术幼儿园、岭南中英文幼儿园、金太阳幼儿园、天润幼儿园 中小学：龙口西小学、47中学、113中学、华师附中,封闭式管理 物业管理很好,项目占地7千多平方米，总建筑面积近5万平方米，为3栋30多层的高层楼宇。,,,
http://gz.lianjia.com/zufang/GZ0002303756.html,33平米,1室0厅0卫  整租,中楼层 (共32层),东,距地铁3号线汉溪长隆482米,保利大都汇36套出租中,番禺华南,63天前发布,整租,暂无数据,暂无数据,暂无数据,业主新装修，高楼层，视野开阔，景观，采光通风较好，家电齐，拎包入住,,广东工业大学番禺学校 钟村实验学校 北京师范大学南奥实验学校 南奥实验小学 南奥实验幼儿园,地铁物业 拎包入住 商住两用,广汇百货、十八哥超市、华润万家超市 广汇百货、十八哥超市、华润万家超市、宏城超市、沃尔玛山姆会员店餐饮：长隆欢乐世界、香江野生动物世界、长隆水上乐园、长龙高尔夫、万博商业、御水泉国际水疗会银行：工商银行、建设银行、浦发银行、农业银行,地铁三号线汉溪长隆站 广州南站 番禺大道 市广路 兴业大道 兴南大道 金山大道 新光快速干线 迎宾路 地铁七号线 汉溪大道 地铁三号线汉溪长隆站 广州南站 番禺,,
http://gz.lianjia.com/zufang/GZ0002303795.html,67平米,2室1厅1卫  整租,中楼层 (共10层),北,距地铁5号线潭村795米,跑马地花园14套出租中,天河珠江新城东,79天前发布,整租,暂无数据,暂无数据,暂无数据,跑马地花园北向温馨三房，房子保养良好，方正户型，居住舒适，墙面地板都很新净，朝北向，空气清新流通,跑马地花园楼下绿树成荫，鸟语花香，平时都可以看到许多游玩休息的人们。花园内部建有幼儿园，生机勃勃！,,北向温馨三房，安静花园式房子，家电齐,大型的太阳城广场，，南国肉菜超市，天马装饰材料，佳园装饰，环市五金连锁店，华生五金建材商店，潭村市场邮局，暨大邮局银行，招行银行，中行华骏办事处，工行南国支行，建行南国花园支行，楼盘的对面是华侨医院，中山三院，珠江,地铁5号线在跑马场南侧有出口，距离小区不到300米，门口公交车华侨医院站有20多条公交车通往广州各区，西到天河城，，中信广场，南到珠江新城大片区，东到黄埔萝岗区，交通网络十分便利,此房源为跑马地小高层的三房户型，户型方正，厅出阳台，阳台望花园。采光好，,
http://gz.lianjia.com/zufang/GZ0002303939.html,78平米,3室1厅1卫  整租,中楼层 (共19层),东南,距地铁4号线车陂242米,美好居12套出租中,天河车陂,59天前发布,整租,暂无数据,暂无数据,暂无数据,业主刚装修不久，墙全刷了一遍，看上去非常干净简洁，家电都配齐，每个房间都有空调衣柜床，真正拧宝入住。,,,地铁口物业，周边配套齐全。,商场：小区西边有卜蜂莲花超市和好又多超市，布行15分钟可达小区附近的广氮综合市场。小区周边有美宜佳，钱大妈，番薯藤，喜市多，OK便利店，等等。,交通：小区楼下就是BRT车陂站，对面即是车陂地铁口。周边还有两个地铁口，车陂南站，科韵路站，四流交汇，出行便捷。,,
http://gz.lianjia.com/zufang/GZ0002303942.html,68平米,3室1厅1卫  整租,中楼层 (共8层),东南,距地铁2号线江泰路35米,翠怡小区翠怡二街1套出租中,海珠江燕路,62天前发布,整租,暂无数据,暂无数据,暂无数据,此单位住家装修 保养还不错。雪白的墙身。显示得更加光亮。户型方正。通风采光良好。周边生活气氛良好，人文素质高,属于中型社区，环境优美 ，出入方便 配套成熟。交通方便，附近有多条线路直达广州任何一个区域,,交通便利 配套完善,,,布局合理。采光以及通风都非常好。旺中带静。视野开阔。靓景美不胜收。让您感觉非常舒服。让您心情舒畅。,
