用户,评论,时间
553330046,好看好看,2017-04-09 13:17:59
137860829,哈哈好看,2017-04-09 13:17:38
304269740,突然感觉秀妍来演女主觉会更好看些！[呲牙][呲牙][呲牙],2017-04-09 13:17:29
553329815,期待第二季,2017-04-09 13:17:29
552656832,松韵呀，看你眼下的黑眼圈呐，我们会心疼的。熬夜拍戏要注意休息，你的努力我们都看着呢，好好的，照顾好自己,2017-04-09 13:16:52
48735669,有一种人叫婊子，很不要脸,2017-04-09 13:16:30
126935960,现在的电视都这样还有第二季,2017-04-09 13:14:58
14535747,亲们这个评分咋评呢？,2017-04-09 13:13:39
553327170,求借VlP🙏🙏🙏,2017-04-09 13:12:02
553330937,我都看完啦,2017-04-09 13:19:54
522930886,非常出差出差吃吃吃擦擦擦擦擦擦擦擦擦，,2017-04-09 13:10:41
441707210,呵呵,2017-04-09 13:10:38
431097243,这个君瑶不是演过君桃么，反差真大额！,2017-04-09 13:10:10
550131786,我挺喜欢的,2017-04-09 13:10:02
14535747,大爱姜潮，韵[亲亲][亲亲][亲亲],2017-04-09 13:09:23
518281520,谁有VIP？借我,2017-04-09 13:08:54
511684858,不可以借可以买全集几块钱,2017-04-09 14:32:10
244549,我有,2017-04-09 13:14:17
518281520,可以借我吗,2017-04-09 13:13:06
450342962,我有,2017-04-09 13:12:29
518281520,可不可以借我,2017-04-09 13:17:24
553325002,很好看,2017-04-09 13:07:26
310646948,男主的嘴巴怎么是歪的,2017-04-09 13:07:19
531537588,喜欢,2017-04-09 13:06:45
154826869,不知道第二季什么时候播,2017-04-09 13:06:32
553323833,谁知道有第二部没,2017-04-09 13:05:03
140662480,第二季,2017-04-09 13:02:48
523343296,告诉你们一个秘密，百度可以免费看,2017-04-09 13:01:21
466020565,男主，脸是歪的嘛？鼻梁山根那么高，好像阿凡达啊！,2017-04-09 13:00:52
504600836,笑屎我,2017-04-09 12:59:40
435019644,我有全集，谁要？？,2017-04-09 12:59:40
357659044,我,2017-04-09 15:46:48
213389944,我要,2017-04-09 13:22:54
469350099,是不是有第二季,2017-04-09 13:17:24
435019644,第一季,2017-04-09 19:01:11
469350099,多少集,2017-04-09 13:11:47
525070656,我,2017-04-09 13:10:40
553325349,我要我要,2017-04-09 13:08:10
518281520,我要,2017-04-09 13:03:22
438968740,我要,2017-04-09 13:02:01
57512821,全集我也有,2017-04-09 13:48:24
553320819,男主霸气下车一瞬间。。。。。我去。好丑。。。。不是针对只是我对男主幻想过高。。,2017-04-09 12:58:47
508183867,觉得男主很帅啊,2017-04-09 13:27:04
74380566,不就是丑吗？怕被骂吧 还说不是男主丑 虚伪,2017-04-09 13:12:50
165919420,没办法，第二遍了,2017-04-09 12:58:23
527553184,一口气追完了21集唯一的差评就是明明是一部电视剧非要神经兮兮的分两季播😡,2017-04-09 12:56:04
508183867,对啊，这一季不像结束,2017-04-09 13:27:40
229674381,太喜欢女主了,2017-04-09 12:55:11
257671131,我看女主的妈妈开家长会的那一段的时候，我好像是看到了一年级时候的我，那个时候是我爸爸第一次去我的班级，结果却是给插入我爸爸妈妈中间女人的孩子送书，这个事情我会记得一辈子,2017-04-09 12:54:29
310646948,偶像剧的套路，这里都有,2017-04-09 12:53:23
492196823,还不错,2017-04-09 12:53:07
455258991,好看！男主角很帅！期待下一季！,2017-04-09 12:53:02
15898660,快更新第二季,2017-04-09 12:52:22
214947667,能借VIP吗,2017-04-09 13:01:24
384380200,闺女朋友,2017-04-09 12:50:42
199045278,啥时候能出第二季真好看,2017-04-09 12:50:30
247292272,我不是来看你装逼的。姜。。,2017-04-09 12:49:49
247292272,演的也是够够得了。,2017-04-09 12:51:49
28992510,期待第二期早一点更新,2017-04-09 12:49:42
19233612,.azxnm.,2017-04-09 12:49:09
553315001,好看 什么时候有第二季呀 期待ing,2017-04-09 12:47:10
427006113,请问，有谁知道女主角戴的手表是什么牌子的么？[微笑],2017-04-09 12:46:31
235855201,我很喜欢:我的神奇男友，谭松韵。告诉你，我是70后也爱看小清新哦！,2017-04-09 12:45:42
244549,我也我喜欢小鲜肉,2017-04-09 13:23:43
93336747,很期待第二季。,2017-04-09 12:44:43
553313686,求借VIP 就想看看这部剧,2017-04-09 12:44:35
553327703,要，可以给下吗？,2017-04-09 13:13:08
435019644,我有全集哦，要吗,2017-04-09 12:57:10
534793017,想要啊怎么弄啊,2017-04-09 13:54:09
388523039,为什么书看不了啊,2017-04-09 12:42:34
537536507,逗,2017-04-09 12:41:19
553311655,喜欢,2017-04-09 12:41:09
511413021,khbkydhstx,2017-04-09 12:40:39
124433742,处理工作PPT永远是那一页！还能淡定的打键盘、好厉害哈哈,2017-04-09 12:40:06
553311267,还蠻好看的，这個电視,2017-04-09 12:39:58
437271989,立,2017-04-09 12:39:41
437271989,没安好心,2017-04-09 12:38:59
137225141,应该有第二季吧,2017-04-09 12:38:54
476624389,太狠毒了。,2017-04-09 12:37:24
541830985,小狐狸谭松韵上线，不过不太喜欢男主,2017-04-09 12:37:03
6807218,谁有VIP,2017-04-09 12:37:01
288643475,我只想知道他们用的美图手机哪一款,2017-04-09 12:37:00
167263448,好看,2017-04-09 12:36:53
482705524,广告吓死宝宝啦！,2017-04-09 12:36:38
433274918,总感觉男主长的有点别扭，喜欢女主。男主感觉眼神有点呆。不喜勿喷。个人意见。不过，身材不错[呲牙],2017-04-09 12:34:15
537536507,松韵加油,2017-04-09 12:33:33
539309664,为什么姜潮的脸总是歪的还特别面瘫 任何角色都无表情这一个表情 这是他一直是十八线男演员的原因吗,2017-04-09 12:33:27
487449036,666,2017-04-09 12:32:30
32960246,忽然爱上这部剧了，第二季赶紧出吧。,2017-04-09 12:32:23
354415264,挺好看的,2017-04-09 12:32:02
463875325,女主各种被扇耳光，也是醉了,2017-04-09 12:30:36
523695617,"此剧有毒[微笑]
根本停不下来
要看开始就得有通宵的准备😭",2017-04-09 12:29:35
119231412,女猪脚是傻逼吗 平时伶牙俐齿的 关键时刻屁都放不出来 气死我了,2017-04-09 12:28:46
335450391,韩家的亲生女儿是个方脸，好丑（谨代表我个人意见）,2017-04-09 12:27:52
395243687,此剧颜值堪忧，看了第一集没感觉太好看，剧情平淡无味。谭松韵苦苦支撑整部剧的颜值，早知道还不如让金泰焕来演。浪费时间,2017-04-09 12:26:11
125368633,呵呵呵别看,2017-04-09 12:29:20
328203291,中了这个电视剧的毒了😌,2017-04-09 12:24:38
487449036,我也是！,2017-04-09 12:32:52
257612252,这电视剧有看头，给你10086个赞,2017-04-09 12:24:24
552292001,为什么要VIP才能看到，谁能借我使使？,2017-04-09 12:23:44
435019644,我有,2017-04-09 12:58:50
531893162,你好 能借我吗,2017-04-09 13:04:05
416556865,期待第二部，快点出来吧，，，，，,2017-04-09 12:23:35
553302257,,2017-04-09 12:22:32
73645522,以前年纪小还喜欢偶像剧现在大了越看越尴尬,2017-04-09 12:22:27
170472386,第二季什么时候可以看,2017-04-09 12:21:55
553300072,全集就21集啊？好少啊,2017-04-09 12:20:06
553300267,我去…这就全集了？,2017-04-09 12:18:43
82918036,很好看,2017-04-09 12:17:33
304906385,男主角好帅哦,2017-04-09 12:17:01
310646948,看不出来那里帅,2017-04-09 12:57:13
553299067,好想看 谁借我一个vip,2017-04-09 12:16:21
413575869,貌似不能借 查到会被封号,2017-04-09 12:19:36
514614711,我我我我,2017-04-09 12:17:41
227877694,1,2017-04-09 12:16:05
510363668,快点播第二季吧,2017-04-09 12:14:54
522531254,啊😊，男女主很配的！,2017-04-09 12:13:44
121923453,谁有VIP啊 可以借我吗[流泪][流泪][流泪],2017-04-09 12:13:33
435019644,我有哦,2017-04-09 13:00:20
458548849,要吗,2017-04-09 12:43:24
121923453,快回复我😭😭😭,2017-04-09 12:49:50
458548849,我有,2017-04-09 12:43:10
121923453,要,2017-04-09 12:43:55
511684858,加入微影永久免费,2017-04-09 12:16:50
86727625,君瑶演过锦绣未央里的君桃吧 是说看的那么熟悉 这次演反派不错 ～,2017-04-09 12:13:06
483546944,为什么每个电视都要VIP呀！！！,2017-04-09 12:12:58
511684858,可以加入微影就永久免费,2017-04-09 12:16:28
552102528,还可以,2017-04-09 12:12:57
315180300,哈哈哈,2017-04-09 12:12:39
251697151,还不错,2017-04-09 12:12:35
492416823,什么时候第二季啊,2017-04-09 12:12:05
533210435,姜潮的身材真是棒棒哒，又高又匀称，帅！,2017-04-09 12:11:31
529702897,好帅啊,2017-04-09 12:11:26
540756811,还有下一部吗，太好看了,2017-04-09 12:11:03
553299486,你好，你好。,2017-04-09 12:18:59
552326093,[嘘][嘘][偷笑][偷笑],2017-04-09 12:10:46
543487027,夏天,2017-04-09 12:10:15
520935848,借V丨P，保证归还,2017-04-09 12:10:07
511684858,花几块钱买赛,2017-04-09 12:13:56
448463908,发现有的时候男主好萌,2017-04-09 12:09:08
551659641,借vip啊,2017-04-09 12:05:23
552513355,我有,2017-04-09 12:10:00
360676363,好看,2017-04-09 12:04:32
37600750,谁有VIP,2017-04-09 12:02:52
511684858,我有,2017-04-09 12:14:35
531482522,男主的下巴，。。。我去，。。,2017-04-09 12:01:47
553291306,什么时候第2季出来,2017-04-09 12:01:28
553291290,哪位好心人借VIP来用呢？,2017-04-09 12:01:26
511684858,一天vip,2017-04-09 12:17:21
465732287,呵呵,2017-04-09 12:01:10
317225379,第二季好久播，好想看呀,2017-04-09 12:00:53
287687859,什么时候能。第二季啊,2017-04-09 12:00:05
553290218,什么时候第二季,2017-04-09 11:59:14
291924001,都挺好看,2017-04-09 11:58:54
26495548,谭松韵好美,2017-04-09 11:58:14
298236445,第二部什么时候播？,2017-04-09 11:57:48
549852395,一定在一个月之后，这是套路啊,2017-04-09 12:23:56
495748875,可爱😊,2017-04-09 11:57:09
393209668,男主角好丑[吐],2017-04-09 11:56:04
431970413,不错,2017-04-09 11:54:39
192903712,我喜欢这部剧，很喜欢,2017-04-09 11:54:23
175502953,接下来还会有狗的春天，兔子的秋天，大灰狼的冬天........,2017-04-09 11:53:23
270107037,我已经全部看完了,2017-04-09 11:52:33
519312484,他们的脸都好长,2017-04-09 11:51:05
212603707,挺吸引人得，,2017-04-09 11:50:15
433802768,怎么老是看一半就没有了呢，太失望了,2017-04-09 11:48:18
553284504,谁有vip可以借我用下吗[呲牙],2017-04-09 11:47:33
511684858,"微影永久免费，或者几元包剧，或者几元一天vip,加微了解",2017-04-09 12:18:44
531893162,怎么加,2017-04-09 13:05:52
553284284,我喜欢狐狸,2017-04-09 11:47:07
434125830,啥时候更新后面的呀 ？,2017-04-09 11:45:55
16379345,好想看第二季,2017-04-09 11:51:25
319074252,[强][强][强][强][强][强],2017-04-09 11:45:21
178992625,好看啊，不知道第二季什么时候播出,2017-04-09 11:44:50
543582590,应该这个更新完了就会出吧，一般都是这样的，要不你上度娘看看也是可以的,2017-04-10 15:02:20
553282636,有人愿意借Vlp给我一下么。,2017-04-09 11:43:57
48020691,莪,2017-04-09 11:50:24
424258681,朱丹哪来的勇气说女主偷窃作品，真是够了,2017-04-09 11:42:58
473131649,",们，",2017-04-09 11:41:16
512574783,很搞笑，很好玩,2017-04-09 11:38:52
549549523,这就没了21集什么都没交代呢,2017-04-09 11:36:25
462486374,,2017-04-09 11:35:13
553278210,才刚开始看，看到抄袭事件就不开心了,2017-04-09 11:35:05
193637220,求一个VIP,2017-04-09 11:32:46
553283650,mp4yy可以看不用vip哦,2017-04-09 11:45:51
330447504,跟百年新娘剧情一样晕死,2017-04-09 11:31:28
553276439,天天想看APP免费看,2017-04-09 11:31:23
528825345,别的软件不能么,2017-04-09 12:04:37
276254825,凯伦李是秘书女朋友,2017-04-09 11:30:56
377278363,凯伦李是黎晏书,2017-04-09 11:35:47
57467761,傻逼了吧,2017-04-09 11:28:37
373788414,好看,2017-04-09 11:27:14
524527144,挺酷的。,2017-04-09 11:25:45
96107336,一一,2017-04-09 11:25:23
553273016,下雨天加配上电视剧，又是美好的一天,2017-04-09 11:24:34
543496026,好看吗到底,2017-04-09 11:24:00
443764974,不带这么玩的，别吊人胃口啊，谁有VIP啊！[发怒][发怒],2017-04-09 11:22:32
70222918,我有 你看不,2017-04-09 11:26:02
396541231,你叫什么？,2017-04-09 11:58:03
244580503,我就觉得奇了怪了，韩国这样子狗血的偶像剧这么多，我们国家还有这么多人喜欢看，整天追剧。自己国家的这样子就说是垃圾，搞不懂，真心搞不懂。我就觉得挺好的，因为在每个女人心中都有这样子的一个梦！,2017-04-09 11:22:04
7370630,呵呵，和现实差别太大，纯属扯淡剧！,2017-04-11 11:23:38
202606458,垃圾,2017-04-11 11:16:56
429368497,因为理解能力太差，看不懂外国片,2017-04-11 11:14:25
429368497,我从来不看外国片,2017-04-11 11:13:43
267111109,国家第一位，你追没有错。但没得爱国情操，就是错,2017-04-11 09:50:12
526250511,吃不到葡萄说葡萄酸。,2017-04-11 08:27:39
282283596,呵呵 恶心人,2017-04-11 08:18:19
327695772,你好,2017-04-11 06:44:50
113079623,崇洋媚外,2017-04-11 06:19:04
95492836,这评论里有些人把韩剧捧那么高？也不是所有韩剧都那么高质量吧 国产剧有很大发展空间我很看好 别一味舔别人,2017-04-11 04:16:34
205823526,你连欧巴都不懂?还敢评价韩剧！逗！姜潮和女主跟韩剧偶像一比这么一般 。谁追?,2017-04-11 02:19:55
494242626,遇见王沥川演技就超好,2017-04-11 01:46:09
532473203,再好的资源没有演技也是浪费。观众还是要看实力的[微笑],2017-04-10 22:19:53
167691128,你说哪个没有演技,2017-04-10 22:58:15
80757547,这个不是韩剧啊,2017-04-10 22:18:12
85638220,只不过有些明星没有什么演技，中国市场你们应该也懂得吧,2017-04-10 22:00:25
182076500,977uhnnjjn. .,2017-04-10 22:18:43
85638220,主要还是要看编剧，他们韩国的偶像剧的确挺好看的。国产剧也并不是说所有的是垃圾啊,2017-04-10 21:59:14
414836946,没说这是韩剧，你们可能没看懂,2017-04-10 21:27:17
416892513,这不是韩剧,2017-04-10 20:53:12
49785771,我不看韩剧,2017-04-09 11:43:20
244580503,有人看,2017-04-10 20:47:48
73085798,咋没拍完？,2017-04-09 11:21:43
524137240,喜欢谭松韵muamua,2017-04-09 11:21:39
103285326,早知道就不开vip了,2017-04-09 11:19:50
553273502,你可以借我VIP吗,2017-04-09 11:35:37
553184071,谁有VIP给我借一下吧？,2017-04-09 11:19:24
468846884,我有全集,2017-04-09 11:40:12
339526003,能不能发过来,2017-04-09 12:59:23
330820836,好看,2017-04-09 11:16:51
553268292,说到心里去了,2017-04-09 11:15:44
423643588,还好看,2017-04-09 11:14:54
46232183,这不是君桃吗,2017-04-09 11:12:26
493109278,越看越好看,2017-04-09 11:10:53
550644308,呀！,2017-04-09 11:09:42
528882507,狐狸的夏天,2017-04-09 11:07:58
62164526,Jh,2017-04-09 11:07:13
550641655,哈哈哈！口才好，霸气,2017-04-09 11:05:09
229758402,太好看了,2017-04-09 11:04:59
536574358,淋雨,2017-04-09 11:04:06
536574358,噜噜噜啦,2017-04-09 11:03:58
520182996,快来看,2017-04-09 11:02:15
512505872,呜呜呜，怎么没了,2017-04-09 11:02:07
509834486,期待第二部,2017-04-09 11:01:11
552915271,划算看剧找我哦,2017-04-09 11:00:26
548463746,怎么加你,2017-04-09 11:48:57
452992508,哎呀我已经看完了。现在特别想看第二季,2017-04-09 11:00:26
483305018,渣,2017-04-09 10:59:58
94472233,这女的真贱,2017-04-09 10:58:48
482644338,结局。。。。。,2017-04-09 10:58:47
536574358,咯我默默,2017-04-09 10:58:25
549149553,爱松韵！！！,2017-04-09 10:58:18
553258765,我全部都看完了，挺好看的[呲牙][呲牙],2017-04-09 10:58:12
339526003,你咋看的,2017-04-09 12:59:50
216803026,怎么现在电视剧都喜欢搞呢，不一次性放完,2017-04-09 10:58:10
261324288,为什么只有21集，不是说有22集的吗,2017-04-09 10:57:35
426207972,借vlp好吗,2017-04-09 10:56:01
455640550,姜潮好丑,2017-04-09 10:54:52
545443178,太好看了，主角们又很帅,2017-04-09 10:54:38
526369805,好看。,2017-04-09 10:54:22
553255517,还不错。,2017-04-09 10:52:17
290492777,结局太假,2017-04-09 10:50:51
530087319,喜欢女主,2017-04-09 10:50:25
265530113,这个很好看,2017-04-09 10:49:54
208830852,什么时候可以播第二季呢，好期待,2017-04-09 10:49:17
192557903,韩式企业那四个字，出的对吗？,2017-04-09 10:48:44
222660829,对啊😂,2017-04-09 11:21:32
224536879,最早也是5月4号更新第二季啊啊啊等待是一种煎熬[流泪],2017-04-09 10:48:15
492667279,为什么我现在看这种电视剧就特别害怕他们破产[炸弹],2017-04-09 10:47:09
207283568,虽然觉得这部剧刚开始的情节太狗血，但是冲着谭松韵我忍了，没想到越看到后面越期待，已被谭松韵的演技征服[色][色][色],2017-04-09 10:46:39
479881173,有人说谎就打喷嚏,2017-04-09 10:46:33
544619384,这喷嚏打的太不走心了,2017-04-09 10:53:56
395788824,什么情况，有头没有尾,2017-04-09 10:46:05
261753383,字幕都打错了，韩式？韩氏。,2017-04-09 10:45:23
167804588,好看,2017-04-09 10:44:15
497915715,感觉男主有点像东华帝君,2017-04-09 10:43:53
30191137,哪里像,2017-04-09 11:04:11
173676464,磕头好假,2017-04-09 10:43:47
503745123,很不错,2017-04-09 10:43:17
239703794,啥时候出第二季哦,2017-04-09 10:42:55
34014420,不喜欢谭松韵这个发型，下边分叉，像狮子头一样，还是最好的我们那个发型好看,2017-04-09 10:42:52
124906558,女二好丑,2017-04-09 10:42:49
224769611,醉了...😲😲,2017-04-09 10:42:48
479881173,这总裁又有洁癖又有强迫症，在女主这全消失了,2017-04-09 10:41:24
553248879,好看,2017-04-09 10:40:27
492667279,只有我评论了？,2017-04-09 10:40:02
60140178,好漂亮，好好看,2017-04-09 10:40:00
73475657,霸气,2017-04-09 10:38:33
182492637,什么时候出第二季,2017-04-09 10:37:22
542207190,借vlp,2017-04-09 10:36:28
543999560,,2017-04-09 10:35:56
553245696,谁可以借一下我vip啊？等狐狸更新完看完后就还给你绝不乱用！,2017-04-09 10:34:49
474969896,好看,2017-04-09 10:33:25
440407273,能不能借VIP啊,2017-04-09 10:32:24
474969896,,2017-04-09 10:31:28
22550998,这男主角肯定是处女座😂😂😂,2017-04-09 10:29:47
464552695,第二季什么时候播？,2017-04-09 10:29:08
343369603,期待VIP，路过的行个好。,2017-04-09 10:28:24
468480125,等更新到第二季时，就没有看第一季的热情了，有赞同的吗,2017-04-09 10:28:15
404582440,第二季什么时候播,2017-04-09 10:27:05
540119376,五月,2017-04-09 10:29:06
197489283,很好看,2017-04-09 10:25:58
229899909,我的耿,2017-04-09 10:25:27
508109259,,2017-04-09 10:23:29
468480125,演的一手好戏,2017-04-09 10:22:49
539835878,第二季什么时候播出,2017-04-09 10:21:40
541370975,还有第二季,2017-04-09 10:29:24
156118564,好看,2017-04-09 10:21:33
307984528,还好,2017-04-09 10:21:02
539835878,什么时候播出,2017-04-09 10:20:48
68362241,谁借我VIP用一下[可怜][可怜],2017-04-09 10:20:00
416482161,俺也想用用,2017-04-09 10:27:56
553231294,超赞[色],2017-04-09 10:19:47
239907442,什么时候出第二部啊,2017-04-09 10:17:23
550140833,有点浮夸,2017-04-09 10:17:16
541345244,好期待第二季啊！怎么时候放啊！,2017-04-09 10:16:29
454245612,完了,2017-04-09 10:15:47
165369709,觉得女主角演的很好，之前还演过一片也很好看。我不是来看剧情，我就是来看女主角的演技,2017-04-09 10:15:31
553233343,哈哈,2017-04-09 10:13:58
478669193,好看，好看，希望第二季原班人马，超爱谭松韵，太好看了,2017-04-09 10:13:39
54621641,这男主好丑 感觉像整容失败了的,2017-04-09 10:13:04
541370975,他没整，演员并不一定要看脸，努力的人更伟大,2017-04-09 10:35:42
553245281,你眼瞎啊！这明明是纯天然的帅 不喜欢别看 言语恶毒,2017-04-09 10:34:01
214052218,呵呵呵呵呵呵,2017-04-09 10:12:56
548305651,第二季勒~~,2017-04-09 10:11:51
553202311,求借vip[可怜][可怜][可怜],2017-04-09 10:10:41
553231881,,2017-04-09 10:09:24
533978673,Vlp啊！,2017-04-09 10:08:58
534325418,帅帅帅帅,2017-04-09 10:05:26
492205710,想要vip啊😫😫😫😫😫😫,2017-04-09 10:04:47
541370975,自己去开呀,2017-04-09 10:36:09
529330707,1人,2017-04-09 10:03:50
365805167,谁借我VIP用一下[可怜][可怜],2017-04-09 10:01:33
549596651,我想我可以借一下,2017-04-09 11:10:05
416482161,俺也想,2017-04-09 10:28:25
365805167,借vip,2017-04-09 10:00:37
455034453,全看完了，是不是又要等很久才有第二季,2017-04-09 10:00:31
518183677,能借我一下vip吗,2017-04-09 10:16:01
479867011,能借我vip吗？,2017-04-09 10:04:49
533871530,借用一下vip,2017-04-09 10:03:41
234570080,还有吗？还有吗？[可怜][可怜],2017-04-09 10:00:19
198720813,[微笑],2017-04-09 10:00:05
496093871,这里是百年新娘的片段,2017-04-09 09:59:49
335880649,能否借一下vip,2017-04-09 10:16:28
29219357,谁有VIP 借一下就今天一天,2017-04-09 09:58:47
524761687,看到男二就快进，特么忒恶心了,2017-04-09 09:58:44
29219357,谁有VIP，借一下,2017-04-09 09:57:59
7182471,谁能借我VIP,2017-04-09 09:57:14
117293588,VIP是什么玩意,2017-04-09 17:48:20
201011105,超级喜欢松韵[玫瑰],2017-04-09 09:56:55
428526928,好好看,2017-04-09 09:56:45
201011105,谁有VIP分享一下吧 🙏,2017-04-09 09:56:14
205511037,求借VIP,2017-04-09 09:55:43
552782340,棒棒哒O(∩_∩)O谭松韵，永远爱你O(∩_∩)O,2017-04-09 09:54:03
527817231,总裁好认真,2017-04-09 09:53:11
470407182,"男主角好帅 女主角好靓😍
好喜欢 好好看",2017-04-09 09:53:09
338957965,什么时候出第二季啊，赶快,2017-04-09 09:52:44
552607855,借用一下vlp,2017-04-09 09:48:31
450133950,女猪脚 怎么可以这么丑。在街上拉10个路人，起码有8个比她好看。,2017-04-09 09:48:25
224357589,你有她好看吗，也不看看你自己,2017-04-09 10:11:27
553219174,好像没有演完,2017-04-09 09:47:20
534472047,借我VIP绝不盗号！！！,2017-04-09 09:58:12
61649294,30:45秒左右的时候男主发出了...的声音😦,2017-04-09 09:45:00
118600659,这个电视剧真的挺不错的，跟传统的玛丽苏电视剧有很大的不同，总裁也很接地气，非常喜欢这样的总裁，谭松韵演的女主也特别好，情绪都把握的挺到位的,2017-04-09 09:44:24
179769099,期待第二季,2017-04-09 09:43:54
553215067,太好看了吧一口气看完21集,2017-04-09 09:42:34
254395157,谁能借下VIP啊？就看这一部，谢谢啦！,2017-04-09 09:41:54
530191121,第二季什么时候播放啊,2017-04-09 09:40:22
335880649,哪位大神有vip啊,2017-04-09 09:39:56
29219357,谁有VIP,2017-04-09 09:57:23
295721799,我有,2017-04-09 09:45:05
455619172,能借一下VIP？,2017-04-09 09:54:06
512558209,,2017-04-09 09:39:08
553213978,现在这种局都是给学生看的，我已经没看下去的欲望，跟我以前学生时期看的小说差不多，总裁啥的全是总裁哈哈,2017-04-09 09:38:58
553213648,只有我受不了他们的嘴型和声音差了0.5秒左右吗,2017-04-09 09:38:27
354415264,好看,2017-04-09 09:37:59
368791163,高泠,2017-04-09 09:34:25
368791163,友爱,2017-04-09 09:34:09
119864415,无语了,2017-04-09 09:33:59
53194785,第二季呢？？？快出呀,2017-04-09 09:33:12
47537921,借下VIP呗,2017-04-09 09:39:29
553209492,看着应该蛮好看滴,2017-04-09 09:31:55
517681475,这阵仗,2017-04-09 09:30:59
525634494,牛,2017-04-09 09:57:44
435442910,屁股流血了[偷笑],2017-04-09 09:30:45
524086328,總裁很有潔癖。,2017-04-09 09:29:10
548883547,好心痛女主啊[大哭],2017-04-09 09:27:56
203282209,我也是醉了,2017-04-09 09:27:55
553206984,谁有VIP借下呗,2017-04-09 09:27:48
524086328,誰借我VIP啊求你了。,2017-04-09 09:26:34
412437074,期待第二季,2017-04-09 09:26:14
553205506,好好看,2017-04-09 09:25:29
553205216,谁有VlP啊？,2017-04-09 09:25:03
506050864,好,2017-04-09 09:24:09
553204523,跪求借vip,2017-04-09 09:24:01
553202311,谁有vip啊，借我用一下，就今天，可以吗？,2017-04-09 09:20:31
553202311,真的吗？谢谢你,2017-04-09 09:51:05
258368145,本来男主定的是金泰焕，可他是韩国人，不过现在看姜潮演的也不错,2017-04-09 09:19:27
369334549,"不错
期待第二季",2017-04-09 09:19:16
283594294,看完了，第二季什么时候播啊,2017-04-09 09:18:04
167145411,好像是5月份中旬,2017-04-09 09:51:25
478882245,跪求vip 跪求,2017-04-09 09:38:29
543308750,ffdg,2017-04-09 09:14:21
92733212,那一小瓶水是用不完的吗,2017-04-09 09:13:14
186877859,有人吗,2017-04-09 09:13:02
151292042,啥子视频没有检查，感觉这电视剧有点侮辱智商，个人观点，不喜勿喷,2017-04-09 09:12:56
553196159,真帅,2017-04-09 09:11:17
189497630,虽我不是松果，但我也喜欢松韵,2017-04-09 09:11:03
185642536,搞笑,2017-04-09 09:10:45
171218921,我就想问第二季什么时候播,2017-04-09 09:09:30
505225487,.好喜欢松韵。,2017-04-09 09:09:24
513912111,怎么没更新？？,2017-04-09 09:07:55
456505248,跪求借vip,2017-04-09 09:07:47
544215378,联系我,2017-04-09 15:07:02
480834396,我想问问商店里白天为什么没有顾客,2017-04-09 09:06:59
524721175,松韵好好哦,2017-04-09 09:04:07
254499950,第二季什么时候播,2017-04-09 09:04:00
335880649,借一下vip呗,2017-04-09 10:20:08
159197385,好看么,2017-04-09 09:01:49
546393087,他们的演技好棒,2017-04-09 09:01:28
301366049,好喜欢松韵,2017-04-09 08:58:57
511465587,.mi8,2017-04-09 08:58:33
525107295,求借vip,2017-04-09 08:56:41
505247106,,2017-04-09 09:08:50
553188584,为什么不完整,2017-04-09 08:56:40
523102583,特别喜欢松韵,2017-04-09 08:54:26
465431607,求借vlp,2017-04-09 08:52:00
553186869,松韵好美哦^O^,2017-04-09 08:51:57
553175579,松潮（巢），希望第二季发糖！,2017-04-09 08:51:37
478882245,跪求借vip,2017-04-09 09:40:14
511736388,第二部希望能快点出来[微笑],2017-04-09 08:51:33
125593672,姜潮脸是歪的。看着别扭,2017-04-09 08:50:10
160479373,快乐男声里面脸就这样,2017-04-09 09:06:27
497933951,好看,2017-04-09 08:47:48
553185043,再次出现在屏幕是不一样的“耿耿”🌝,2017-04-09 08:47:03
542587200,大家喜欢看吗？,2017-04-09 08:45:24
550010404,松韵加油，我们顶你！[微笑][微笑],2017-04-09 08:44:43
553179521,可以借我一下vip吗？就一天，谢谢,2017-04-09 08:54:58
10001,,2017-04-09 08:44:23
534803274,加违心zxx2615,2017-04-09 08:48:10
553183475,结局不好 快出第二季吧,2017-04-09 08:42:48
478882245,能借下vip么 就半天 跪求,2017-04-09 09:41:04
271841277,第二部什么时候出来呀！！[大哭][大哭][大哭][大哭],2017-04-09 08:42:41
553183265,松韵好美,2017-04-09 08:42:11
471964090,喜欢他们吗？超级喜欢,2017-04-09 08:39:26
225931688,第二季第二季快点播呀！！,2017-04-09 08:37:41
31018850,肯定有第二季 哎,2017-04-09 08:37:36
553161162,好看,2017-04-09 08:36:02
239565353,挺喜欢这部剧，什么时候出第二部？,2017-04-09 08:36:01
525065400,加个QQ吧,2017-04-09 08:34:24
546393087,好,2017-04-09 09:03:42
553180082,好看,2017-04-09 08:33:03
523587580,好看,2017-04-09 08:31:58
516227833,据我所知。。。。应该会有第二季的。应为开头标题上标了，第一季,2017-04-09 08:29:18
466924542,,2017-04-09 08:26:06
466924542,,2017-04-09 08:25:56
454394192,什么时候放第二季啊,2017-04-09 08:25:03
553179521,你可以借我一下vip吗？就一天，可以吗？,2017-04-09 08:32:41
551900226,什么时候播第二季呢？,2017-04-09 08:22:54
546283176,😃😃😃😃😃😃😃😃😃😃哇,2017-04-09 08:22:11
360066701,,2017-04-09 08:21:35
134448507,我的,2017-04-09 08:21:23
